CHROM,BIN_START,BIN_END,GIH_PI,GWD_PI,JPT_PI,PUR_PI,TSI_PI
22,16560001,16570000,0.000659091,0.000459599,0.000718766,0.000587611,0.000565846
22,16570001,16580000,0.000558224,0.000410938,0.00048076,0.000485958,0.000465135
22,16580001,16590000,0.000582311,0.000644472,0.000576626,0.000440454,0.000356654
22,16590001,16600000,0.000571925,0.00050094,0.000529469,0.000409722,0.000377719
22,16600001,16610000,0.000533318,0.000516897,0.000484769,0.000534917,0.000494704
22,16610001,16620000,0.000523609,0.000506793,0.000450692,0.00032965,0.000285722
22,16620001,16630000,0.000564414,0.000634985,0.000598946,0.000491885,0.000424444
22,16630001,16640000,0.000640545,0.000642596,0.000531201,0.00061858,0.000590119
22,16640001,16650000,0.000689737,0.00067386,0.000650232,0.000593488,0.000553552
22,16650001,16660000,0.000333043,0.000552157,0.000310521,0.000320564,0.000291659
22,16660001,16670000,0.000374592,0.000299489,0.000377295,0.000384615,0.000346997
22,16670001,16680000,7.77031e-05,0.00012103,8.48384e-05,9.07144e-05,8.58234e-05
22,16680001,16690000,0.000158167,0.000308732,0.000107209,0.000175358,0.000167579
22,16690001,16700000,0.000370059,0.000537754,0.000259221,0.000363369,0.000342385
22,16840001,16850000,0.000898726,0.00100177,0.000948597,0.000972608,0.000964464
22,16850001,16860000,0.00501781,0.00558225,0.00554765,0.00539084,0.00521524
22,16860001,16870000,0.00331669,0.00334453,0.00338305,0.00340463,0.00337034
22,16870001,16880000,0.00295958,0.00248078,0.00262585,0.00263647,0.00255953
22,16880001,16890000,0.00200293,0.00136818,0.00150979,0.00144194,0.00134763
22,16890001,16900000,0.00198837,0.00115865,0.00168092,0.00147468,0.00140412
22,16900001,16910000,0.00104269,0.00136928,0.000959457,0.000854074,0.000779079
22,16910001,16920000,0.00172627,0.00171086,0.00161546,0.00123684,0.00113024
22,16920001,16930000,0.00155476,0.00134839,0.00138506,0.00110544,0.00106134
22,16930001,16940000,0.00232182,0.0021558,0.00229076,0.00187179,0.00188224
22,16940001,16950000,0.00113385,0.00105199,0.00106676,0.000938791,0.000901237
22,16950001,16960000,0.00214591,0.00168584,0.00202541,0.00162079,0.00160189
22,16960001,16970000,0.000946569,0.000689093,0.000948035,0.00065864,0.000627028
22,16970001,16980000,0.00013327,0.000186057,0.000130467,0.000138522,0.000139094
22,16980001,16990000,5.50367e-05,7.79666e-05,2.53948e-05,4.98839e-05,4.29907e-05
22,17000001,17010000,0.00121775,0.00125746,0.00127186,0.00101622,0.000987039
22,17010001,17020000,0.00126208,0.00129116,0.00134174,0.00118055,0.00117096
22,17020001,17030000,0.00115309,0.00158101,0.00122035,0.00115372,0.0011307
22,17030001,17040000,0.00222258,0.00309722,0.00202172,0.00228137,0.0022936
22,17040001,17050000,0.000872489,0.000856201,0.000872691,0.000814214,0.000804905
22,17050001,17060000,0.00103314,0.000891331,0.00103485,0.000899777,0.000925427
22,17060001,17070000,0.000866725,0.000904684,0.000948727,0.000646256,0.000632732
22,17070001,17080000,0.000955131,0.000911426,0.00098456,0.000625924,0.000449893
22,17080001,17090000,0.000914923,0.000930619,0.000894667,0.00078023,0.000680935
22,17090001,17100000,0.00103843,0.00111909,0.000970508,0.000989247,0.000965627
22,17100001,17110000,0.000976083,0.000857522,0.0010438,0.000918933,0.000999789
22,17110001,17120000,0.000704035,0.000416688,0.000636,0.00053213,0.000649691
22,17120001,17130000,0.000828823,0.000718092,0.000834193,0.000742461,0.000818933
22,17130001,17140000,0.000852271,0.000747229,0.000907507,0.000790919,0.000806349
22,17140001,17150000,0.000911357,0.000595162,0.000900794,0.000721196,0.000822956
22,17150001,17160000,0.000373071,0.000307489,0.000407404,0.000368362,0.00038076
22,17160001,17170000,0.000258456,0.000302954,0.000250938,0.000232841,0.000195116
22,17170001,17180000,0.000296884,0.000417294,0.000418427,0.000390761,0.000381422
22,17180001,17190000,9.0135e-05,0.000159005,0.000138554,0.000116016,0.000120188
22,17190001,17200000,0.000210916,0.000262852,0.000206299,0.000254817,0.000246154
22,17200001,17210000,0.000391063,0.000387646,0.000439604,0.000413829,0.000410816
22,17210001,17220000,0.000359204,0.000264712,0.000437951,0.00031989,0.000350037
22,17220001,17230000,0.00111267,0.000821809,0.00152231,0.00119033,0.00104056
22,17230001,17240000,0.000969055,0.000517738,0.00108712,0.000779506,0.000826607
22,17240001,17250000,0.000336827,9.1823e-05,0.000287184,0.000161729,0.000250099
22,17250001,17260000,0.000694265,0.000712641,0.000624247,0.000558087,0.000626664
22,17260001,17270000,0.000183509,0.000163308,0.00022651,0.000134583,0.000141626
22,17270001,17280000,0.000845058,0.000810793,0.000875399,0.000798839,0.000742284
22,17280001,17290000,0.00111283,0.000848087,0.00107294,0.000941462,0.000888074
22,17290001,17300000,0.000991418,0.000922356,0.000927258,0.000964456,0.000972954
22,17300001,17310000,0.00209836,0.00183754,0.00214408,0.00197646,0.00186186
22,17310001,17320000,0.00123715,0.00139357,0.0010197,0.00123963,0.00129262
22,17320001,17330000,0.0011938,0.00121194,0.00104199,0.00119836,0.00119331
22,17330001,17340000,0.00123742,0.00152743,0.000987054,0.00121581,0.00121382
22,17340001,17350000,0.00142349,0.00175945,0.00109724,0.00138262,0.00136759
22,17350001,17360000,0.00110102,0.00128179,0.00107108,0.00102152,0.00103608
22,17360001,17370000,0.00152524,0.00172629,0.00160172,0.0015536,0.0015624
22,17370001,17380000,0.00092467,0.000940039,0.000864581,0.000939665,0.00096109
22,17380001,17390000,0.00167377,0.00179493,0.0016595,0.00164234,0.00162155
22,17390001,17400000,0.000876405,0.000959611,0.000795745,0.000845434,0.000815107
22,17400001,17410000,0.000932849,0.00100401,0.000980309,0.000989535,0.000922373
22,17410001,17420000,0.00124175,0.00119903,0.00104745,0.00139271,0.00133924
22,17420001,17430000,0.000846351,0.000845239,0.000692944,0.000933538,0.000854908
22,17430001,17440000,0.00061265,0.000865908,0.000673797,0.000759053,0.000753245
22,17440001,17450000,0.000793161,0.000986757,0.000803321,0.00090903,0.000917051
22,17450001,17460000,0.00104,0.000871135,0.000765027,0.000971693,0.001099
22,17460001,17470000,0.000697722,0.000564307,0.00041499,0.000611111,0.000717371
22,17470001,17480000,0.000590287,0.000557353,0.000464841,0.000561329,0.000644689
22,17480001,17490000,0.000936898,0.000871807,0.000694533,0.000865268,0.000944768
22,17490001,17500000,0.00101534,0.000933353,0.000994273,0.000957595,0.000937151
22,17500001,17510000,0.00104676,0.00118337,0.0010004,0.00111126,0.000932408
22,17510001,17520000,0.00115487,0.00134047,0.00080235,0.00119513,0.00110196
22,17520001,17530000,0.00097121,0.00105481,0.000927996,0.0010075,0.000893594
22,17530001,17540000,0.00167949,0.000713636,0.00195699,0.00166758,0.0015568
22,17540001,17550000,0.000837897,0.000931469,0.000815965,0.000874916,0.000822022
22,17550001,17560000,0.000568103,0.000745314,0.000648829,0.000602768,0.00051157
22,17560001,17570000,0.00105049,0.000950041,0.0010919,0.00110136,0.000972283
22,17570001,17580000,0.000451717,0.000603422,0.00048855,0.000371307,0.000375245
22,17580001,17590000,0.000906394,0.00097093,0.000714154,0.000915779,0.00088947
22,17590001,17600000,0.00123896,0.00147142,0.00105398,0.00124833,0.00113274
22,17600001,17610000,0.00123909,0.00119676,0.00113706,0.00117363,0.00111517
22,17610001,17620000,0.00162681,0.00110605,0.00151634,0.00139673,0.00123476
22,17620001,17630000,0.00090762,0.000890789,0.000855653,0.000706257,0.000683551
22,17630001,17640000,0.00137539,0.00109951,0.00108081,0.00105129,0.000958786
22,17640001,17650000,0.00118314,0.00115596,0.00101016,0.00109885,0.00105778
22,17650001,17660000,0.00260796,0.0028028,0.0018283,0.00271275,0.00272555
22,17660001,17670000,0.00207377,0.00223147,0.0013392,0.0020597,0.0021819
22,17670001,17680000,0.00108635,0.00134699,0.000971098,0.00106603,0.0010484
22,17680001,17690000,0.000833734,0.00119771,0.000960953,0.000969732,0.00107103
22,17690001,17700000,0.00153651,0.0015927,0.0010962,0.00155153,0.00155848
22,17700001,17710000,0.00154076,0.00164215,0.000945355,0.00165062,0.00167023
22,17710001,17720000,0.000658257,0.00059049,0.000608073,0.000601407,0.000620627
22,17720001,17730000,0.00166185,0.00190129,0.00174118,0.00160042,0.00160205
22,17730001,17740000,0.00122582,0.0013021,0.00113133,0.00124627,0.00124299
22,17740001,17750000,0.000448501,0.000985408,0.000602824,0.000645894,0.000538989
22,17750001,17760000,0.000722529,0.00105137,0.000820109,0.000517786,0.000574955
22,17760001,17770000,0.000527085,0.00093928,0.000509179,0.000329311,0.000334623
22,17770001,17780000,0.000423869,0.00103642,0.000403033,0.000388541,0.000395239
22,17780001,17790000,0.00190549,0.00241536,0.0016686,0.00197739,0.00196066
22,17790001,17800000,0.000936169,0.00153367,0.00123377,0.00111585,0.0010474
22,17800001,17810000,0.00109438,0.00156586,0.00169432,0.00160125,0.00147277
22,17810001,17820000,0.000629661,0.00097694,0.00110824,0.000786176,0.000644724
22,17820001,17830000,0.000719323,0.00120746,0.00129103,0.000809843,0.000712264
22,17830001,17840000,0.00117947,0.00195476,0.00127306,0.00129427,0.00119059
22,17840001,17850000,0.000771494,0.00117438,0.00101526,0.000900678,0.00081082
22,17850001,17860000,0.000381771,0.0010232,0.000452406,0.000476997,0.000345325
22,17860001,17870000,0.000851205,0.00137122,0.00110108,0.000863355,0.00089968
22,17870001,17880000,0.000390931,0.00087329,0.000570183,0.000446474,0.000518209
22,17880001,17890000,0.00106806,0.0014838,0.00090157,0.00110553,0.00115772
22,17890001,17900000,0.00174559,0.00229802,0.00150392,0.00134153,0.00125669
22,17900001,17910000,0.00232946,0.00289164,0.00330149,0.00204663,0.00190881
22,17910001,17920000,0.00141153,0.00211908,0.000965858,0.000868079,0.000686424
22,17920001,17930000,0.0029501,0.00324617,0.00312186,0.00224816,0.00176063
22,17930001,17940000,0.00124461,0.00149882,0.00124045,0.000928516,0.000724786
22,17940001,17950000,0.00151672,0.00221893,0.00162266,0.00157167,0.00146055
22,17950001,17960000,0.000768373,0.000870364,0.000951682,0.00087552,0.000906371
22,17960001,17970000,0.000979389,0.00139884,0.000751217,0.0011611,0.00119665
22,17970001,17980000,0.000877059,0.000789235,0.000705537,0.000852806,0.000922526
22,17980001,17990000,0.000667023,0.000819776,0.000492833,0.000882353,0.000886894
22,17990001,18000000,0.000853516,0.00115216,0.00081093,0.00108874,0.000996968
22,18000001,18010000,0.000998802,0.0012925,0.0011102,0.00153412,0.00135219
22,18010001,18020000,0.000651726,0.00153478,0.000813378,0.00116131,0.00100892
22,18020001,18030000,0.000492465,0.000713176,0.00047454,0.000704575,0.000607358
22,18030001,18040000,0.000690419,0.000765884,0.000614372,0.000752717,0.000672441
22,18040001,18050000,0.00120519,0.00150542,0.0011693,0.00120417,0.00111616
22,18050001,18060000,0.00147702,0.0024565,0.00153123,0.00160714,0.00143342
22,18060001,18070000,0.000665877,0.00142393,0.000814929,0.00085223,0.000709991
22,18070001,18080000,0.000449917,0.00212631,0.000570141,0.000705648,0.000461349
22,18080001,18090000,0.00162984,0.00262673,0.00169188,0.00223168,0.00214084
22,18090001,18100000,0.00190013,0.00310824,0.00200754,0.00275648,0.00262139
22,18100001,18110000,0.00110925,0.00156194,0.000923142,0.001515,0.00149133
22,18110001,18120000,0.000662013,0.00112167,0.00055439,0.00085118,0.000819152
22,18120001,18130000,0.00063336,0.0011534,0.000370471,0.000938717,0.000903931
22,18130001,18140000,0.000798125,0.00116732,0.000525427,0.0010572,0.00106777
22,18140001,18150000,0.000609363,0.000972028,0.000398188,0.000750999,0.000749011
22,18150001,18160000,0.000508278,0.000702773,0.000212718,0.000622975,0.000633088
22,18160001,18170000,0.000722254,0.000933652,0.000413243,0.000970285,0.000949344
22,18170001,18180000,0.000751399,0.00107796,0.000391174,0.000874601,0.000901365
22,18180001,18190000,0.000482619,0.000835076,0.00024306,0.000574791,0.000562358
22,18190001,18200000,0.000474426,0.000803406,0.00021028,0.0006269,0.00061225
22,18200001,18210000,0.00117574,0.00136628,0.000581094,0.00146797,0.00146462
22,18210001,18220000,0.000763429,0.000796968,0.000450511,0.000842837,0.000834461
22,18220001,18230000,0.000914577,0.00138061,0.000694147,0.00105005,0.00111708
22,18230001,18240000,0.00098654,0.00156552,0.000675098,0.00108497,0.00112097
22,18240001,18250000,0.000777812,0.00121823,0.000552606,0.000985888,0.000919841
22,18250001,18260000,0.000560303,0.00117896,0.000713731,0.000659142,0.000471458
22,18260001,18270000,0.000904343,0.00178316,0.000815129,0.00108963,0.000796336
22,18270001,18280000,0.000317007,0.000531929,0.000268743,0.000459797,0.000398526
22,18280001,18290000,0.000763756,0.00102936,0.000770234,0.00058076,0.000601097
22,18290001,18300000,0.00172768,0.00165647,0.00137551,0.00175827,0.00176079
22,18300001,18310000,0.00118321,0.00151582,0.000733923,0.00143593,0.00127803
22,18310001,18320000,0.00113548,0.00153444,0.000791225,0.0013432,0.00133429
22,18320001,18330000,0.00127146,0.00168142,0.000913508,0.00114887,0.00117596
22,18330001,18340000,0.000395695,0.000795091,0.000433821,0.000485758,0.000461713
22,18340001,18350000,0.000602306,0.000761282,0.000548411,0.000566825,0.000452135
22,18350001,18360000,0.000805148,0.00093305,0.000807098,0.000872622,0.000735821
22,18360001,18370000,0.000831338,0.00118451,0.000815979,0.000836106,0.000627831
22,18370001,18380000,0.000696022,0.00108293,0.000821326,0.000870104,0.000774393
22,18380001,18390000,0.00052242,0.000680378,0.000653052,0.000663898,0.000610759
22,18390001,18400000,0.000942936,0.00124791,0.000962375,0.00106277,0.000971976
22,18400001,18410000,0.000717476,0.00106306,0.000705955,0.000907483,0.000866417
22,18410001,18420000,0.000672792,0.000997778,0.000627281,0.000759286,0.000762621
22,18420001,18430000,0.000679356,0.00104514,0.000846479,0.000873179,0.000821969
22,18430001,18440000,0.00106189,0.00173537,0.000963318,0.00141314,0.00133819
22,18440001,18450000,0.00215721,0.00258901,0.0017363,0.00276233,0.00284649
22,18450001,18460000,0.0014188,0.00232307,0.00111853,0.00193356,0.00190688
22,18460001,18470000,0.00190285,0.00276647,0.00158928,0.00247061,0.00245178
22,18470001,18480000,0.000910272,0.00135453,0.00108677,0.00121937,0.00110824
22,18480001,18490000,0.00125213,0.00177045,0.00136579,0.0015308,0.00131722
22,18490001,18500000,0.000898958,0.0012665,0.00102141,0.00109218,0.00115669
22,18500001,18510000,0.00144995,0.00118572,0.00186372,0.00170742,0.00170104
22,18510001,18520000,0.0013143,0.00136001,0.00177012,0.00140857,0.00139977
22,18520001,18530000,0.00175928,0.00175778,0.00149008,0.00178232,0.00170655
22,18530001,18540000,0.00148751,0.00176665,0.00123526,0.00117971,0.00103382
22,18540001,18550000,0.00117443,0.00124453,0.000732149,0.00109267,0.000909916
22,18550001,18560000,0.000692811,0.000809251,0.000405579,0.000641267,0.000553723
22,18560001,18570000,0.000673777,0.000894309,0.000473184,0.000680983,0.000551779
22,18570001,18580000,0.000813957,0.0015328,0.000738327,0.00100615,0.000756878
22,18580001,18590000,0.00100794,0.00138642,0.000812333,0.00100851,0.000828116
22,18590001,18600000,0.000496794,0.000741027,0.000479064,0.00048632,0.000393383
22,18600001,18610000,0.000694577,0.000814155,0.000762477,0.000591058,0.000412101
22,18610001,18620000,0.00108748,0.00114498,0.000904023,0.000889655,0.000653411
22,18620001,18630000,0.001064,0.0010798,0.00100809,0.000968028,0.00052526
22,18630001,18640000,0.00134769,0.00197559,0.00105171,0.00160596,0.00108623
22,18640001,18650000,0.00130635,0.00159498,0.000979287,0.00137138,0.00098871
22,18650001,18660000,0.000944679,0.00142334,0.000644189,0.00100629,0.000863051
22,18660001,18670000,0.000266772,0.000344098,0.000257702,0.000258292,0.000258457
22,18670001,18680000,3.41795e-05,0.000154918,3.8508e-05,2.43776e-05,2.30617e-05
22,18680001,18690000,9.59129e-05,0.000110513,0.000108988,0.000104264,8.9237e-05
22,18690001,18700000,2.91262e-06,8.84956e-07,5.67633e-06,8.5052e-06,9.34579e-07
22,18700001,18710000,9.33696e-05,0.000219717,8.43599e-05,0.000103888,6.74784e-05
22,18710001,18720000,0.000332295,0.000528936,0.000327072,0.00035354,0.000266087
22,18720001,18730000,0.00124134,0.00144687,0.00141908,0.00122007,0.00131536
22,18730001,18740000,0.000399285,0.00067038,0.000329854,0.000577662,0.00056636
22,18740001,18750000,0.000251489,0.000402262,0.000250804,0.000260614,0.000244237
22,18750001,18760000,0.000251632,0.000224315,0.000248713,0.000253465,0.000248023
22,18760001,18770000,0.000368908,0.00034155,0.000364344,0.00035916,0.000365789
22,18770001,18780000,0.000234502,0.000320354,0.000264465,0.000241235,0.000240705
22,18780001,18790000,5.19915e-05,8.70757e-05,5.32748e-05,6.40375e-05,6.60743e-05
22,18790001,18800000,0.000121137,7.90285e-05,0.000121618,0.00010052,9.53622e-05
22,18800001,18810000,0.000379394,0.000341329,0.000327299,0.000354352,0.00038914
22,18810001,18820000,7.66327e-05,9.91898e-05,4.91546e-05,6.4372e-05,7.49594e-05
22,18820001,18830000,0.000301478,0.000328177,0.000306573,0.000289832,0.000304739
22,18830001,18840000,0.000509785,0.000523088,0.000462983,0.000474577,0.000478369
22,18840001,18850000,0.000894184,0.000988641,0.000792261,0.000897529,0.000934185
22,18850001,18860000,0.00019265,0.000336802,0.000178874,0.000207832,0.000210188
22,18860001,18870000,0.00020026,0.000475461,0.000204176,0.000205472,0.000188465
22,18870001,18880000,0.00103442,0.00199219,0.000870178,0.00136624,0.00134794
22,18880001,18890000,0.00112967,0.0018812,0.00111938,0.00134007,0.00142454
22,18890001,18900000,0.0013313,0.00209633,0.00095007,0.00155737,0.00151671
22,18900001,18910000,0.00143094,0.00251711,0.000770095,0.00154548,0.00135241
22,18910001,18920000,0.00135527,0.00157831,0.000514836,0.00151596,0.00142411
22,18920001,18930000,0.00102393,0.00109318,0.000344867,0.00095837,0.000920056
22,18930001,18940000,0.00149342,0.00161507,0.000782418,0.00150175,0.00144633
22,18940001,18950000,0.00108997,0.00276734,0.00092978,0.00127475,0.00116989
22,18950001,18960000,0.00170352,0.00219296,0.000767187,0.00164025,0.00168702
22,18960001,18970000,0.00100275,0.00174901,0.000837328,0.00106642,0.00102573
22,18970001,18980000,0.00184565,0.00210198,0.00204721,0.00183652,0.0016812
22,18980001,18990000,0.000937405,0.000998808,0.00097618,0.000722074,0.000587679
22,18990001,19000000,0.000795255,0.00069668,0.000626352,0.000571391,0.000497359
22,19000001,19010000,0.00139711,0.00137829,0.00122821,0.00102392,0.000939735
22,19010001,19020000,0.00189705,0.0017031,0.00150118,0.00155594,0.00139898
22,19020001,19030000,0.00104248,0.00100649,0.000874419,0.000936051,0.000828419
22,19030001,19040000,0.00143088,0.00145156,0.00122123,0.00137507,0.0012247
22,19040001,19050000,0.0011802,0.0012146,0.000963596,0.00114903,0.0010344
22,19050001,19060000,0.0013194,0.00135943,0.00117539,0.00138344,0.00120698
22,19060001,19070000,0.00126363,0.0011276,0.00102535,0.00113348,0.000995955
22,19070001,19080000,0.0015056,0.00164066,0.00127268,0.00152615,0.00142547
22,19080001,19090000,0.00160569,0.00152702,0.00131567,0.00157433,0.00141483
22,19090001,19100000,0.00190679,0.00179531,0.00151126,0.00185967,0.00159353
22,19100001,19110000,0.00137393,0.00147936,0.00121904,0.00131897,0.00108628
22,19110001,19120000,0.00108337,0.000911209,0.000858347,0.000998927,0.000798315
22,19120001,19130000,0.00101418,0.000957794,0.000855286,0.000760865,0.000551042
22,19130001,19140000,0.00131336,0.00137717,0.0014134,0.00115916,0.00104371
22,19140001,19150000,0.0021773,0.00304842,0.00267316,0.00211891,0.00218335
22,19150001,19160000,0.00106986,0.00158964,0.001137,0.00139066,0.00117665
22,19160001,19170000,0.00107398,0.000859441,0.000970559,0.00100681,0.00087757
22,19170001,19180000,0.000631291,0.000421762,0.000484165,0.00082906,0.000760647
22,19180001,19190000,0.00103421,0.000954324,0.00107529,0.00115149,0.00104559
22,19190001,19200000,0.000828657,0.000638993,0.000721214,0.000825864,0.000741236
22,19200001,19210000,0.000542269,0.000566942,0.000592085,0.000594895,0.000468356
22,19210001,19220000,0.000476188,0.000427626,0.000496284,0.000532455,0.000459326
22,19220001,19230000,0.000542098,0.000369074,0.00055164,0.000464428,0.000383827
22,19230001,19240000,0.000651518,0.000551898,0.000572115,0.000569365,0.000469409
22,19240001,19250000,0.000834445,0.000593754,0.000799076,0.00068455,0.000505814
22,19250001,19260000,0.000906299,0.000596732,0.000847106,0.000980003,0.000863196
22,19260001,19270000,0.00100758,0.000767634,0.00101119,0.000842642,0.000764618
22,19270001,19280000,0.000605034,0.000830824,0.000640157,0.000735981,0.00063612
22,19280001,19290000,0.000830533,0.00108566,0.00100154,0.000979167,0.000870427
22,19290001,19300000,0.00103285,0.000851166,0.000785712,0.00066486,0.000555781
22,19300001,19310000,0.000651854,0.000865455,0.000547956,0.000531675,0.000417678
22,19310001,19320000,0.00055085,0.000832979,0.000662607,0.000564488,0.000525177
22,19320001,19330000,0.000949964,0.000800751,0.000630523,0.000627174,0.000546922
22,19330001,19340000,0.000447298,0.000608794,0.000345373,0.000297566,0.000208547
22,19340001,19350000,0.000511991,0.000659607,0.000442582,0.000361576,0.000279395
22,19350001,19360000,0.000634056,0.00102923,0.000446163,0.000378173,0.000207946
22,19360001,19370000,0.000480332,0.000713373,0.000451965,0.00044994,0.000303629
22,19370001,19380000,0.000782406,0.00083775,0.000617879,0.000626073,0.000460397
22,19380001,19390000,0.000774265,0.000756968,0.000615213,0.000610828,0.000453363
22,19390001,19400000,0.000265404,0.000613058,0.000339646,0.000269974,0.000169264
22,19400001,19410000,0.000704793,0.0010364,0.000682242,0.000571135,0.000416349
22,19410001,19420000,0.000517263,0.000651441,0.000562783,0.000422352,0.000306261
22,19420001,19430000,0.000497424,0.000746537,0.000624605,0.000620536,0.000495042
22,19430001,19440000,0.000501511,0.000655709,0.000535205,0.000558171,0.000494998
22,19440001,19450000,0.000632314,0.000631705,0.000719031,0.00072879,0.000691777
22,19450001,19460000,0.000793322,0.000731426,0.000780588,0.000789604,0.000756088
22,19460001,19470000,0.000671963,0.000567638,0.000610707,0.000598063,0.0005388
22,19470001,19480000,0.000617021,0.000506623,0.000527773,0.000497506,0.000469484
22,19480001,19490000,0.000591404,0.00057495,0.000579232,0.000524196,0.000470168
22,19490001,19500000,0.000868719,0.000635685,0.000862217,0.000940259,0.000928428
22,19500001,19510000,0.000711551,0.000516519,0.000648086,0.0006659,0.0006321
22,19510001,19520000,0.000670154,0.000612527,0.000685363,0.000708575,0.000658716
22,19520001,19530000,0.000915501,0.000961738,0.00069195,0.000799842,0.000739862
22,19530001,19540000,0.000962221,0.000936842,0.000777764,0.000799224,0.000833939
22,19540001,19550000,0.000756088,0.000891088,0.000743627,0.000670759,0.00073354
22,19550001,19560000,0.000764187,0.000987705,0.000808951,0.000755899,0.000748752
22,19560001,19570000,0.00141749,0.00154919,0.00113287,0.00129295,0.00123246
22,19570001,19580000,0.00196395,0.00211045,0.00201701,0.00180811,0.00180348
22,19580001,19590000,0.00188957,0.00202997,0.00182092,0.00171894,0.00167902
22,19590001,19600000,0.00115325,0.00167488,0.000899916,0.0010766,0.000960906
22,19600001,19610000,0.000731977,0.00159364,0.000609894,0.00102815,0.000975082
22,19610001,19620000,0.00102853,0.00130871,0.000643334,0.000788234,0.000651617
22,19620001,19630000,0.00117537,0.00142584,0.000777076,0.000878363,0.000870774
