CHROM,BIN_START,TSI_TajimaD,PUR_TajimaD,GIH_TajimaD,GWD_TajimaD,JPT_TajimaD
22,16340000,-0.687457,-1.0528899999999999,-0.781572,-1.42101,-1.67839
22,16350000,-1.46248,-1.50665,-1.2236,-1.5490899999999999,-1.40651
22,16360000,-0.04155,-0.635321,-0.18068,-1.20052,-0.315629
22,16370000,-0.680254,-1.48282,-1.4517,-1.4198600000000001,-0.10540899999999999
22,16380000,-1.44982,-1.3958700000000002,-0.6634760000000001,-1.73911,-0.906917
22,16390000,-0.263331,-0.637373,-0.152068,-1.02573,-0.20185
22,16400000,-1.0605799999999999,-0.717599,-0.635735,-1.0702,0.30594299999999996
22,16410000,-0.40660799999999997,-1.22946,-0.68575,-1.3280399999999999,0.133873
22,16420000,-0.926322,-1.6686900000000002,-0.781597,-1.56695,-0.64445
22,16430000,-1.81592,-1.9137099999999998,-0.7983779999999999,-1.207,-0.210567
22,16440000,-1.1189200000000001,-1.4310399999999999,-0.45014399999999993,-1.11542,0.313731
22,16450000,-1.2554299999999998,-0.8860290000000001,-0.869761,-1.34233,-1.0537
22,16460000,-0.484387,-1.12636,-0.655183,-1.55719,0.8182
22,16470000,1.04338,0.117869,0.588805,-0.760745,-0.560363
22,16480000,-0.328716,-0.578849,-0.21088600000000002,-1.58083,0.808996
22,16490000,-0.49433900000000003,-1.2823200000000001,0.25569200000000003,-1.4424,0.246856
22,16500000,-0.7122229999999999,-1.1598600000000001,-0.39864499999999997,-1.69954,-0.354488
22,16510000,-1.13235,-0.9198559999999999,0.0214298,-1.4175,0.238882
22,16520000,-0.591043,-0.773991,0.058259500000000006,-1.33445,0.0944513
22,16530000,-1.19603,-1.89274,-0.7877350000000001,-1.6853,0.11774100000000001
22,16540000,-0.700153,-1.12287,-0.185947,-1.39731,-0.21147
22,16550000,-1.43321,-1.56508,0.0661253,-1.7442099999999998,0.259552
22,16560000,-0.032200799999999995,-0.24798800000000001,0.320183,-1.5348600000000001,0.6142479999999999
22,16570000,-0.221835,-0.871708,0.277472,-1.66189,-0.055746699999999996
22,16580000,-1.4804,-1.8289799999999998,-0.694347,-1.48732,0.0943181
22,16590000,-1.08069,-1.31766,-0.389991,-1.61253,-0.14646800000000001
22,16600000,0.482342,-0.8729870000000001,-0.5595600000000001,-1.11853,0.06601649999999999
22,16610000,-1.7664,-1.94816,-1.05256,-1.6837900000000001,-0.684519
22,16620000,-0.7997,-1.12395,-0.659511,-1.2419,0.03374
22,16630000,-0.539029,-0.377279,-0.62753,-0.578709,-0.436062
22,16640000,-0.5750930000000001,-0.9257920000000001,-0.219207,-1.1042,0.47015500000000005
22,16650000,-1.39846,-1.7871700000000001,-1.3068600000000001,-1.33663,-0.6438159999999999
22,16660000,-0.049160699999999995,-0.606089,0.013646,-1.2370299999999999,-0.0820396
22,16670000,-1.74288,-2.00009,-1.59602,-1.74341,-1.1574799999999998
22,16680000,-0.411234,-0.782829,-0.53819,-0.067589,-1.1425100000000001
22,16690000,-0.203458,-0.568543,0.10797799999999999,-0.146791,-0.51121
22,16700000,0.0,0.0,0.0,0.0,0.0
22,16710000,0.0,0.0,0.0,0.0,0.0
22,16720000,0.0,0.0,0.0,0.0,0.0
22,16730000,0.0,0.0,0.0,0.0,0.0
22,16740000,0.0,0.0,0.0,0.0,0.0
22,16750000,0.0,0.0,0.0,0.0,0.0
22,16760000,0.0,0.0,0.0,0.0,0.0
22,16770000,0.0,0.0,0.0,0.0,0.0
22,16780000,0.0,0.0,0.0,0.0,0.0
22,16790000,0.0,0.0,0.0,0.0,0.0
22,16800000,0.0,0.0,0.0,0.0,0.0
22,16810000,0.0,0.0,0.0,0.0,0.0
22,16820000,0.0,0.0,0.0,0.0,0.0
22,16830000,0.0,0.0,0.0,0.0,0.0
22,16840000,1.15506,0.08025039999999999,1.733,-0.22776100000000002,2.13764
22,16850000,2.32481,0.936427,1.51809,0.602902,1.91813
22,16860000,1.60853,0.5140979999999999,1.15476,-0.0229349,1.9482
22,16870000,0.702671,0.101156,1.3809,-0.43816099999999997,0.81577
22,16880000,-0.638725,-0.900142,0.8351780000000001,-1.28576,-0.0914552
22,16890000,-0.28624299999999997,-0.75061,0.8912389999999999,-1.48084,0.396909
22,16900000,-0.797325,-1.44268,-0.0695635,-1.0782,0.398598
22,16910000,0.147859,0.0052582,1.0923100000000001,-0.357026,0.9916020000000001
22,16920000,-0.614718,-0.460858,0.888403,-1.28551,1.02931
22,16930000,-0.137166,0.43428599999999995,1.2736399999999999,-1.04561,1.50089
22,16940000,0.409302,-0.35836,1.0831899999999999,-1.37727,1.17959
22,16950000,0.325964,0.350248,2.03209,-0.70778,1.69218
22,16960000,0.272667,0.724928,1.8410099999999998,-0.177626,1.9907400000000002
22,16970000,0.759297,0.737378,0.262029,0.536419,-0.0785202
22,16980000,-0.23587199999999997,-0.0269209,0.132227,0.29491999999999996,-0.33831700000000003
22,16990000,0.0,0.0,0.0,-0.939328,0.0
22,17000000,0.652948,-0.139488,1.21589,-0.138485,1.32575
22,17010000,0.788402,0.126274,0.19489700000000001,-0.8918799999999999,1.32003
22,17020000,0.149133,-0.416789,-0.08395570000000001,-0.244732,0.49266099999999996
22,17030000,0.995659,0.385538,1.04524,0.6409229999999999,1.68355
22,17040000,0.48323699999999997,-0.22065300000000002,0.8363290000000001,-0.802995,1.60604
22,17050000,0.294284,-0.24800999999999998,0.724006,-0.839357,1.23727
22,17060000,-0.733622,-1.0904399999999999,0.40243,-0.950239,0.296286
22,17070000,-1.55823,-0.676371,0.4458,-1.01344,1.3232
22,17080000,-0.172843,0.287089,0.512549,-0.917942,1.1337
22,17090000,-0.43374799999999997,-1.02914,-0.714658,-1.36181,-0.35381799999999997
22,17100000,0.358295,-0.53413,-0.119448,-0.978808,0.425684
22,17110000,0.045333899999999996,-0.49764200000000003,0.11321700000000001,-1.91936,-0.174204
22,17120000,-0.020981700000000002,-0.805809,0.0568139,-1.3348200000000001,0.21242399999999997
22,17130000,-0.28546900000000003,-1.0644200000000001,-0.151365,-1.31255,0.0945829
22,17140000,-0.330696,-1.00631,-0.0654732,-1.4038,0.0719023
22,17150000,-0.044811699999999996,-1.0833899999999999,-0.42416499999999996,-1.6911200000000002,-0.203727
22,17160000,0.649278,1.19824,1.99222,0.5299020000000001,2.36682
22,17170000,-0.354779,-0.570912,-0.82452,-0.614901,-0.41254700000000005
22,17180000,0.0421862,-0.5381640000000001,0.12238800000000001,-0.493175,0.738025
22,17190000,-0.361521,-0.657679,-0.695044,-0.9329719999999999,0.258463
22,17200000,-0.600368,-1.48108,-0.9188639999999999,-1.8681900000000002,0.354063
22,17210000,-1.26007,-1.56934,-1.01976,-2.19312,-0.21035
22,17220000,0.43043400000000004,-0.0266382,0.0314762,-1.4372200000000002,1.16099
22,17230000,0.19831600000000002,-0.615262,0.49545900000000004,-1.15317,0.9221379999999999
22,17240000,0.15279500000000001,-0.9190020000000001,2.73883,-1.03372,1.29098
22,17250000,2.0699400000000003,0.617981,2.1305099999999997,1.1867299999999998,2.49174
22,17260000,1.2974700000000001,-1.07952,0.777564,-0.258515,0.7877529999999999
22,17270000,0.846982,0.525349,1.11008,0.536878,1.75353
22,17280000,0.36036999999999997,-0.0702028,0.930349,-1.02836,1.3905
22,17290000,0.601592,0.22584899999999997,0.31023,-0.524451,1.7510700000000001
22,17300000,2.80724,2.1008400000000003,2.1189400000000003,0.34586100000000003,2.95696
22,17310000,1.33281,0.9924649999999999,0.652293,0.300634,1.0853
22,17320000,0.664281,-0.0894648,0.41120100000000004,-0.815459,0.9161879999999999
22,17330000,0.9971530000000001,-0.126501,-0.36745,-0.64952,0.871959
22,17340000,0.0866002,-0.185249,-0.070491,-0.23019099999999998,0.807194
22,17350000,0.41578100000000007,-0.453164,0.095191,-0.7795300000000001,1.0241
22,17360000,1.1625299999999998,0.247038,0.6104109999999999,-0.100578,0.8507239999999999
22,17370000,0.48762700000000003,-0.0757815,0.208486,-0.688083,0.900835
22,17380000,0.863766,0.60748,1.30913,0.442959,2.43476
22,17390000,-0.0931457,-0.169304,-0.0713038,-0.571619,0.429671
22,17400000,0.7176020000000001,-0.07482430000000001,0.506189,-0.938749,0.930104
22,17410000,0.9124950000000001,0.436162,1.29841,0.125949,1.3853600000000001
22,17420000,0.609418,0.010526299999999999,0.473783,-0.329619,0.397049
22,17430000,0.265718,-1.08802,-0.40612600000000004,-0.7779590000000001,0.924407
22,17440000,-0.0281131,-0.5981989999999999,-0.34745,-0.5025310000000001,-0.09084930000000001
22,17450000,-0.20352699999999999,-1.3133,-0.294512,-1.12695,-0.11096099999999999
22,17460000,-0.7123520000000001,-1.31294,-0.571616,-1.30043,-0.34588800000000003
22,17470000,-1.29221,-1.67734,-1.28993,-1.5054100000000001,-0.146868
22,17480000,-0.5271819999999999,-1.26355,-0.280997,-1.25888,0.153387
22,17490000,0.617426,-0.347853,0.453692,-0.736502,0.98511
22,17500000,0.5994430000000001,0.0774705,0.42695,-0.5440189999999999,0.685858
22,17510000,0.566498,-0.0950441,0.25001999999999996,0.05733099999999999,0.718291
22,17520000,0.768782,0.307246,0.8053520000000001,-0.08109,1.6279299999999999
22,17530000,0.8620479999999999,0.805265,1.72901,-1.22385,2.5198099999999997
22,17540000,0.321362,-0.498511,0.36399000000000004,-0.772096,0.8764620000000001
22,17550000,-0.44696099999999994,-1.1875200000000001,-0.039288699999999996,-1.00026,0.18865099999999999
22,17560000,0.599144,-0.32821,1.0249,-1.02829,1.78433
22,17570000,-0.9222870000000001,-0.682267,-0.806535,-1.21471,-0.104799
22,17580000,0.8392959999999999,-0.6521710000000001,0.338762,-1.03196,-0.24162199999999998
22,17590000,0.204827,-0.465138,0.135744,-0.12554500000000002,0.658358
22,17600000,0.674499,0.203805,0.48516000000000004,0.031916700000000006,0.599076
22,17610000,-0.217583,-0.458255,0.43863800000000003,-1.2052399999999999,0.50078
22,17620000,-0.649456,-1.2232100000000001,-0.0774507,-1.2408700000000001,-0.135376
22,17630000,-0.330879,-0.5875819999999999,0.8701129999999999,-0.292714,0.546442
22,17640000,0.364159,-0.0014989,0.128138,0.013345,-0.110453
22,17650000,2.57191,1.3791,1.7616,1.75443,0.283447
22,17660000,1.25474,0.563361,1.01716,0.383745,-0.485364
22,17670000,0.334507,-0.764436,0.559187,-0.430777,0.13102
22,17680000,0.406064,-0.9198709999999999,0.0746648,-0.622211,0.939983
22,17690000,1.15206,1.1777799999999998,1.53724,0.7332810000000001,0.663259
22,17700000,1.58543,0.495356,1.40592,-0.016849799999999998,0.632894
22,17710000,-0.355679,-0.979476,-0.0108116,-1.12578,-0.22664600000000001
22,17720000,0.623498,-0.165973,0.645425,-0.402262,1.0270000000000001
22,17730000,0.121255,-0.407844,-0.18397,-0.623165,-0.0927175
22,17740000,-0.517568,-1.02325,-0.878026,-0.902335,-0.380766
22,17750000,-0.977633,-1.59663,-0.43600200000000006,-0.864874,-0.030929200000000004
22,17760000,-1.37561,-2.04637,-0.390896,-1.16388,-0.537568
22,17770000,-0.450009,-2.11136,-0.546437,-1.2180799999999998,-0.579916
22,17780000,0.775019,0.0243646,1.0874700000000002,-0.24184699999999998,0.807617
22,17790000,0.0602076,-0.00124118,0.311891,-0.48135600000000006,0.708811
22,17800000,0.165351,0.6054579999999999,-0.556859,-0.0360232,1.18824
22,17810000,-0.8233540000000001,-0.789764,-0.667087,-1.25171,1.74243
22,17820000,-0.643374,-1.04572,-0.9828620000000001,-0.5691510000000001,1.15735
22,17830000,0.921175,-0.057798800000000004,0.264996,-0.145831,2.1955299999999998
22,17840000,0.0104112,-0.940067,-0.36958,-0.46108299999999997,0.458696
22,17850000,-1.65723,-1.66373,-1.9910700000000001,-0.70743,-1.5608799999999998
22,17860000,-0.573152,-1.02742,-1.03302,-0.990489,0.00462196
22,17870000,-1.4307299999999998,-1.72786,-1.8052099999999998,-1.25583,-0.736885
22,17880000,0.680222,-0.159667,0.00210612,0.179673,0.39543
22,17890000,-0.167365,-0.508421,0.26071500000000003,0.23651599999999998,0.0319777
22,17900000,-0.0163113,0.24769699999999997,0.846384,1.06514,2.35108
22,17910000,-1.38551,-1.2978100000000001,0.293496,0.445321,-0.23756599999999997
22,17920000,0.275282,0.645578,2.68615,1.4703700000000002,3.16054
22,17930000,-1.01639,-1.33792,0.8649540000000001,-0.56361,1.06735
22,17940000,0.0273619,-0.35573,0.0891446,0.393377,1.37029
22,17950000,-0.436622,-0.9712959999999999,-1.0388600000000001,-1.2842,0.30644899999999997
22,17960000,0.232483,0.32264299999999996,-0.15731099999999998,-0.663313,0.167846
22,17970000,-0.0105042,-0.033699099999999996,-0.45518000000000003,-1.0052299999999998,0.550154
22,17980000,-0.27363899999999997,-0.8047880000000001,-0.848656,-1.16998,-0.548283
22,17990000,-0.0385191,-0.627451,-0.34775100000000003,-1.08991,-0.33417800000000003
22,18000000,0.496302,-0.170011,-0.23782399999999998,-0.889603,0.228581
22,18010000,-0.276809,-0.559106,-1.04445,0.06845119999999999,-0.374948
22,18020000,-0.986509,-1.20035,-1.24139,-1.4333200000000001,-0.9196719999999999
22,18030000,0.07035380000000001,0.174013,0.292842,-1.14641,0.10847799999999999
22,18040000,0.428146,-0.435225,0.443842,-0.552535,1.1337899999999999
22,18050000,0.366153,-0.516587,0.40342100000000003,0.070798,1.0028
22,18060000,-0.5119819999999999,-0.9413879999999999,-0.8523290000000001,-0.250697,0.011164700000000001
22,18070000,-1.01181,-1.7987799999999998,-1.20489,0.061469100000000006,-0.393377
22,18080000,1.4646,1.4815200000000002,0.7607659999999999,1.21331,0.812467
22,18090000,2.23861,1.57602,0.5566439999999999,1.82933,1.59123
22,18100000,0.647834,0.543927,-0.19612000000000002,-0.043579900000000005,0.0886875
22,18110000,-0.524108,-0.681399,-0.694362,-0.796944,-0.695555
22,18120000,0.039282300000000006,-0.270999,-0.9940950000000001,-0.8560700000000001,-0.8304010000000001
22,18130000,0.0694558,-0.0704023,-0.279669,-0.8294440000000001,-0.760131
22,18140000,-0.156582,-0.22139299999999998,-0.29317600000000005,-0.931384,-0.995384
22,18150000,-0.240206,-0.296117,-0.8347479999999999,-1.37094,-1.30379
22,18160000,-0.357244,-0.434755,-0.38474899999999995,-0.9110469999999999,-0.671675
22,18170000,-0.276434,0.22822800000000001,-0.578198,-0.783467,-1.3119
22,18180000,-0.703932,-1.2716,-0.9401229999999999,-1.13519,-1.4163700000000001
22,18190000,-0.262884,-1.14771,-0.5047,-1.37992,-1.65083
22,18200000,1.1452799999999999,0.101752,-0.0684251,-0.8872389999999999,-1.12012
22,18210000,-0.434133,-0.629598,-0.180877,-0.893748,-1.06803
22,18220000,-0.115443,-0.771155,0.05532430000000001,-0.47599600000000003,-0.875907
22,18230000,-0.10532799999999999,-0.7788930000000001,0.0647273,-0.825728,-0.497496
22,18240000,-0.518457,-1.12679,-0.705562,-1.27095,-0.702731
22,18250000,-1.01749,-1.29199,-1.00391,-0.654981,0.159728
22,18260000,-0.5074489999999999,-0.563181,-0.753568,0.0559019,-0.107063
22,18270000,-1.08741,-1.50924,-1.46927,-1.97048,-1.56603
22,18280000,-0.9287340000000001,-0.969577,-0.058784800000000005,-1.0503200000000001,-0.029498000000000003
22,18290000,0.794724,0.187394,1.15081,-0.595355,0.30103800000000003
22,18300000,0.45325200000000004,0.356565,-0.131627,-0.16321,-1.25795
22,18310000,0.961907,0.359597,0.46640699999999996,-0.572809,-0.579476
22,18320000,-0.130342,-0.359224,0.173215,-0.47201899999999997,-0.34444
22,18330000,-1.01031,-0.872547,-0.954953,-1.2939200000000002,-0.5636909999999999
22,18340000,-1.00211,-0.846025,-0.256554,-1.32521,-0.42438100000000006
22,18350000,-0.371587,-0.505096,-0.255956,-0.990994,0.560829
22,18360000,-0.5553130000000001,-0.200272,0.491961,-0.306349,0.21172399999999997
22,18370000,0.519506,-0.08739910000000001,0.00596062,-0.922665,1.46977
22,18380000,0.022655500000000002,-0.375207,0.177985,-1.146,0.20859699999999998
22,18390000,0.391433,-0.458884,-0.0704795,-0.456637,0.945701
22,18400000,0.21313000000000001,-0.8662620000000001,-0.5037149999999999,-0.554081,0.126323
22,18410000,-0.381637,-0.830297,-0.510319,-1.2130299999999998,-0.402326
22,18420000,0.555085,-0.329227,-0.0639961,-0.799836,0.642798
22,18430000,0.973463,0.746883,-0.465616,-0.293785,0.0509416
22,18440000,1.7042,1.1221700000000001,0.694127,0.108399,0.356184
22,18450000,1.0171299999999999,0.242811,0.224896,0.326138,-0.20806
22,18460000,1.11571,0.70695,0.561841,0.47189200000000003,0.404192
22,18470000,0.7192310000000001,-0.037752999999999995,-0.31399299999999997,-0.649532,0.9208620000000001
22,18480000,0.263162,-0.176322,-0.00374539,-0.568348,0.36904000000000003
22,18490000,0.552203,-0.235025,-0.0517856,-0.8289549999999999,0.070618
22,18500000,1.0549600000000001,0.7526609999999999,0.573419,-0.886541,1.8777
22,18510000,-0.030615800000000002,0.12521400000000002,0.02292,-0.7317520000000001,2.0701400000000003
22,18520000,0.349914,0.2662,0.67972,-0.101971,1.26661
22,18530000,-0.37084,-1.0181799999999999,-0.172067,-0.5931960000000001,0.372983
22,18540000,-0.467336,-0.618684,0.41041300000000003,-0.656489,-0.111805
22,18550000,-0.882539,-1.22894,-0.383317,-1.09402,-1.0671
22,18560000,-0.582557,-1.05498,-0.0166698,-0.635753,-0.190171
22,18570000,-0.497446,-0.9699260000000001,-0.42481599999999997,0.135094,0.18846400000000002
22,18580000,-0.408586,-0.7484810000000001,-0.0741969,0.00451397,-0.3783
22,18590000,-1.1106,-1.53748,-0.660886,-1.32682,-0.47732399999999997
22,18600000,-1.47654,-1.15763,-0.320242,-1.0823200000000002,0.07197869999999999
22,18610000,-1.21282,-1.04606,0.00896603,-1.12097,0.08281089999999999
22,18620000,-1.6966900000000003,-1.14049,-0.529255,-1.17825,-0.0689045
22,18630000,-0.45856199999999997,-0.126221,0.31866,0.0924474,-0.338636
22,18640000,0.321425,-0.175343,1.20062,-0.326851,0.21518099999999998
22,18650000,-0.201761,-0.723584,0.0972826,-0.05825689999999999,-0.451272
22,18660000,-0.7200439999999999,-0.914939,-0.45313100000000006,-0.7300449999999999,-0.40226999999999996
22,18670000,-1.1586,-1.79866,-1.1394,-1.16657,-1.25369
22,18680000,1.21717,0.055377699999999995,-0.40479299999999996,-1.0744200000000002,0.149424
22,18690000,-0.945008,-1.32615,-1.50403,-0.939328,-1.12942
22,18700000,-0.667987,-1.29951,-0.16476500000000002,-0.305978,-0.00471149
22,18710000,-1.33009,-1.46658,-1.4005299999999998,-1.83128,-1.5391700000000001
22,18720000,1.17875,0.667643,1.1393,-0.110296,1.41201
22,18730000,-0.260757,-0.757901,-0.878017,-0.8761059999999999,-0.919549
22,18740000,1.38037,1.25603,2.37222,0.25826,1.8726200000000002
22,18750000,1.09588,1.91577,2.98474,1.92747,1.8387200000000001
22,18760000,0.541443,0.164582,0.729427,0.0631438,1.10545
22,18770000,-0.944102,-0.861778,-0.195931,-0.871073,-0.468067
22,18780000,-0.032873900000000005,-1.31074,-0.412393,-1.4606299999999999,0.0795497
22,18790000,-0.401658,-0.942156,0.387814,-1.33913,-0.22199699999999997
22,18800000,0.414421,0.271406,0.472771,-1.01607,0.35875100000000004
22,18810000,-0.766429,-1.15019,-0.182086,-1.08063,-1.2364600000000001
22,18820000,-0.369359,-0.259382,-0.029837799999999998,-1.0855299999999999,0.171763
22,18830000,-0.0560822,-0.42674399999999996,0.208948,-0.8360270000000001,-0.41066099999999994
22,18840000,1.1233,0.684837,0.585551,0.173509,0.672892
22,18850000,0.0979575,-0.13497,0.318869,-0.9144709999999999,0.706348
22,18860000,-1.08265,-0.9533809999999999,-0.223712,-1.15181,-0.344491
22,18870000,0.698497,-0.515532,-0.22638000000000003,-0.11498900000000001,-0.866784
22,18880000,0.136641,-0.5906560000000001,-0.263282,-0.637907,-0.35786
22,18890000,0.0732627,-0.030526799999999996,0.0626878,-0.0320118,-0.700574
22,18900000,0.17371099999999998,-0.837442,-0.2521,0.104652,-1.58717
22,18910000,0.43482,-0.111524,-0.037864,-0.22181399999999998,-1.5317100000000001
22,18920000,0.87779,0.146928,0.8437120000000001,-0.150795,-1.29491
22,18930000,0.442301,0.466633,1.20347,0.42365699999999995,-0.27584200000000003
22,18940000,0.159885,-1.1562,-0.20485799999999998,0.198042,0.053635
22,18950000,0.5899810000000001,0.0640879,0.738313,-0.035441,-0.32824000000000003
22,18960000,0.321384,-0.919869,-0.270029,-0.14378,-0.6063649999999999
22,18970000,0.8047479999999999,0.8048609999999999,1.21089,0.266612,2.0682
22,18980000,-0.49140200000000006,-0.7510399999999999,0.13105,-0.8992899999999999,0.26477399999999995
22,18990000,-0.863469,-0.78162,-0.124396,-1.21443,-0.625259
22,19000000,0.48046700000000003,0.185699,0.8706889999999999,-0.3982,0.955852
22,19010000,0.118505,0.331516,0.668237,-0.29702,0.173306
22,19020000,-0.800758,-0.669115,-0.11626099999999999,-0.7454390000000001,-0.179126
22,19030000,0.697647,0.299977,0.384208,0.186304,0.610658
22,19040000,0.17788099999999998,-0.249281,0.729672,-0.40477199999999997,0.551964
22,19050000,0.164499,-0.24860300000000002,0.49140500000000004,-0.288067,0.47505699999999995
22,19060000,0.5419689999999999,-0.08713539999999999,0.992658,-0.22307,0.55989
22,19070000,0.43812299999999993,0.188549,0.611637,0.24718400000000001,0.585462
22,19080000,0.824371,0.784163,1.19277,-0.141788,0.8271639999999999
22,19090000,1.7307700000000001,1.24936,2.13243,0.7662140000000001,1.13066
22,19100000,0.025099299999999998,0.394313,0.5315489999999999,0.32977399999999996,0.48891599999999996
22,19110000,-0.260738,-0.47380200000000006,1.06398,-0.661116,-0.280219
22,19120000,-0.6423260000000001,-1.19248,0.44978999999999997,-0.828033,0.09463099999999999
22,19130000,0.152386,0.0237356,0.374452,-0.534539,1.54992
22,19140000,0.655453,-0.08992689999999999,0.961066,0.55802,2.04375
22,19150000,-0.08822680000000001,-0.29651900000000003,0.00718907,-0.411217,0.36147199999999996
22,19160000,-0.557654,-0.490345,-0.028598200000000004,-1.12891,-0.268561
22,19170000,-0.575495,-1.02678,-0.9631930000000001,-2.0476099999999997,-1.11155
22,19180000,-0.042111800000000005,-0.243299,-0.0935068,-1.08931,0.178883
22,19190000,-0.593489,-0.8532790000000001,-0.330557,-1.54169,-0.329739
22,19200000,-1.15994,-1.30199,-0.748528,-1.76193,-0.888511
22,19210000,-0.9213450000000001,-1.17272,-0.916816,-1.83492,-0.6589430000000001
22,19220000,-1.60775,-1.7215099999999999,-0.896534,-2.01142,-1.18025
22,19230000,-1.1143100000000001,-1.50451,-0.536335,-1.68947,-0.999316
22,19240000,-1.54694,-1.42379,-0.695237,-1.78469,-0.716125
22,19250000,-0.77604,-0.842133,-0.370066,-1.7624400000000002,-0.315683
22,19260000,-0.606121,-1.02183,-0.12269400000000001,-1.3542100000000001,0.25963600000000003
22,19270000,-0.851989,-1.22751,-0.890217,-1.09493,-0.08562189999999999
22,19280000,-0.178043,0.27469,-0.274878,-0.43427299999999996,0.28779899999999997
22,19290000,-1.04375,-1.24971,0.650341,-1.0211,-0.0342487
22,19300000,-1.3882700000000001,-1.27865,0.0363163,-0.527626,-1.00233
22,19310000,-0.748876,-1.02555,-0.603412,-0.45728599999999997,0.0130565
22,19320000,-0.99418,-1.04555,0.49713100000000005,-0.748224,-0.447837
22,19330000,-1.9136799999999998,-1.42638,-0.49726000000000004,-0.7943279999999999,-0.96586
22,19340000,-1.19746,-1.31013,-0.07116610000000001,-0.792122,-0.900591
22,19350000,-2.12573,-1.7462900000000001,-0.043708300000000005,-0.10726,-0.9897379999999999
22,19360000,-0.9919290000000001,-0.973514,-0.32404299999999997,-0.263419,-0.220573
22,19370000,-0.967325,-0.975824,-0.17022,-0.606503,-0.183545
22,19380000,-1.0447,-0.9871209999999999,-0.019065799999999997,-0.764199,0.5989220000000001
22,19390000,-1.6935,-1.7466400000000002,-1.5431700000000002,-0.479192,-0.9320870000000001
22,19400000,-1.35712,-0.961908,-0.222025,-0.616167,-0.572641
22,19410000,-1.2221,-1.13891,-0.21330900000000003,-0.38513200000000003,-0.5489729999999999
22,19420000,-0.45690600000000003,-0.743272,-0.773692,-0.831033,-0.631737
22,19430000,-0.45711899999999994,-0.44599300000000003,-0.293678,-0.9938239999999999,-0.198194
22,19440000,-0.0625806,-0.302179,-0.325373,-1.0664799999999999,0.715781
22,19450000,0.122682,-0.45121400000000006,0.414389,-0.802476,0.143326
22,19460000,-0.738452,-1.02877,-0.660159,-1.61137,0.177197
22,19470000,-0.823775,-1.18241,-0.44804700000000003,-1.41693,-0.451863
22,19480000,-0.764307,-1.0041200000000001,-0.6592819999999999,-0.954989,-0.5956199999999999
22,19490000,0.008473399999999999,-0.476419,-0.5609109999999999,-1.4869700000000001,-0.058452
22,19500000,-0.823722,-0.925365,-0.524081,-1.2623,-0.122281
22,19510000,-0.733572,-1.1034,-0.234471,-1.47781,-0.460153
22,19520000,-0.130564,-1.0977700000000001,0.0583879,-1.1187,0.22151300000000002
22,19530000,0.032706400000000004,-1.01482,0.5416810000000001,-1.34412,-0.237975
22,19540000,-0.6182380000000001,-1.36404,-0.20755900000000002,-1.24027,0.136652
